index,time,conversation
1074,05:28,My machine learning and there's too much data that's what I see
1075,07:14,huh yeah
1076,07:17,it's good to know you
1077,07:18,yeah it's nice to meet you are you um I don't know how we can show the emotions so I guess this is my confusion face i'm showing right now
1078,07:18,I can look at any other emotions without switching over the screen
1079,07:38,Let me do that
1080,07:39,Okay
1081,07:41,Well we're supposed to
1082,07:41,be supposed to be neutral
1083,07:52,Okay i'm pretty neutral I don't think you can really see my face but yeah i'm pretty neutral
1084,07:59,yeah and then this curiosity
1085,08:03,That yes we did display that okay
1086,08:07,And then there's boredom
1087,08:10,Okay
1088,08:13,And then there's happiness
1089,08:17,Okay
1090,08:19,Then there's anger
1091,08:25,hahaha how we're gonna show anger But OK
1092,08:29,And then there's confusion
1093,08:31,I just showed it
1094,08:34,Good sadness
1095,08:38,I mean I guess if I lose the Church
1096,08:41,And then this concentration maybe we can put that
1097,08:41,I don't mind the hand you're kind of
1098,08:41,thinking
1099,08:41,And there's surprise
1100,08:41,Then there's anxiety
1101,08:41,hey
1102,09:08,yeah I don't think I can do that
1103,09:11,Then this disgust
1104,09:16,That can be done
1105,09:17,The opposite
1106,09:19,We can we could fake it because like you there we go there's discussed
1107,09:23,yeah
1108,09:23,And then there's restlessness
1109,09:27,All right
1110,09:29,And then there's drowsiness
1111,09:31,yeah pretty cool i'm feeling pretty sleepy though
1112,09:31,Okay
1113,09:36,I think we're done
1114,09:37,yeah let's go through the game so
1115,09:37,Why don't capture the plugins mean but from what I understand this is a copy of the game scores board and this is a classic game board
1116,09:37,game board
1117,09:37,With dots and boxes
1118,09:37,i'm not sure if you played it before but the objective of the game is to capture as many squares as possible
1119,09:37,So like
1120,09:37,Each person will make one mine
1121,09:37,Like that will be mine Now this is yours and then
1122,09:37,Mine and then whoever is the one who completes a square
1123,09:37,May capture that box so I guess I could fill it in
1124,09:37,You know what let me actually share this with you too
1125,09:37,yeah I think yeah
1126,10:36,So it doesn't matter who did the three sides it matters who finishes the fourth side
1127,10:42,that's right
1128,10:42,Okay
1129,10:42,So at the very end of the game you count whoever has more squares and the other person
1130,11:03,yeah so the person who does more squares wins it right
1131,11:07,that's right
1132,11:08,And every time you finish a square I think we have to log it somewhere because your lines and my lens everything looks the same and we can
1133,11:15,yeah I think we can well
1134,11:15,The color of the line doesn't necessarily matter it's whoever owns the box and matters and I think we can fill it in
1135,11:25,yeah yeah
1136,11:25,that's cool yes we can do that yeah
1137,11:30,Something like this
1138,11:38,I guess I don't have access to it I just requested access
1139,11:55,Okay try refreshing your page yeah
1140,12:00,yeah
1141,12:02,Okay
1142,12:06,So should we start
1143,12:07,yeah
1144,12:09,guess ladies first
1145,12:09,Oh are you able to color it
1146,12:26,I didn't
1147,12:26,want me to color
1148,12:29,Oh no i'm seeing a color okay
1149,12:31,I think I can see that in the screen but
1150,12:31,At my end I don't see in film
1151,12:31,And I see your line
1152,12:40,is good
1153,12:47,So one thing I forgot to specify is that whenever i'm captured his square they could to play one more turn
1154,12:59,yeah
1155,12:59,I don't have a strategy i'm just drawing lines
1156,13:24,that's basically what i'm doing to
1157,13:31,me really bad games and I played cut down with my friends and I always use
1158,13:31,i'm always news
1159,13:55,me recently that
1160,13:55,don't
1161,13:55,Control I just take control yeah
1162,13:55,That was a good move
1163,15:42,Oh my God okay
1164,15:42,I just saw that there's a big square but
1165,15:48,yeah
1166,15:49,I just finished a squared but
1167,15:49,it's not the kind of square uh
1168,15:54,huh
1169,16:06,The game is going to get pretty tight
1170,16:06,The last safe line somebody can draw
1171,16:27,yeah I think so
1172,16:27,Okay let's
1173,16:27,Put a shape in there
1174,16:48,Sorry
1175,16:48,A shape
1176,16:56,shape or something to indicate that it's yours
1177,16:59,yeah
1178,17:07,yeah
1179,17:07,Okay I get to draw another line right
1180,17:07,yeah there's kind of a punishment I guess now that
1181,17:07,choice
1182,17:19,I want to say you fell for my trap but
1183,17:22,Oh my God
1184,17:23,No there's
1185,17:23,Not thinking very deeply in this at all
1186,17:23,it's more pure luck
1187,17:23,So go ahead
1188,18:05,I guess we have to do a lot of talking so that we get a lot of
1189,18:08,transcript
1190,18:08,I guess yeah
1191,18:10,It is more about
1192,18:11,The transcript
1193,18:13,Well it's a couple of things
1194,18:13,The video being on that green screen
1195,18:13,yeah and the emotions are for some
1196,18:13,yeah collection of something
1197,18:26,So sorry i'm just taking too long
1198,18:26,To make this move
1199,18:39,I think that's the best movie could have made here
1200,18:39,Okay
1201,18:39,let's see
1202,18:39,I guess there's no other way around it now
1203,19:20,yeah
1204,19:20,I didn't find any other options that you can miss giving a point to the opponent everything seems tight
1205,19:20,Did you watch that goal game that alphago play
1206,20:31,i've
1207,20:31,Back in 2013
1208,20:31,The first half ago games against
1209,20:31,yeah I think I saw those
1210,20:31,in Korea yeah was it third 2013 that's what happened or 2014 2015
1211,20:48,yeah
1212,20:49,yeah
1213,20:51,Okay it's still your move
1214,20:55,yeah study
1215,20:57,But yeah I did watch the game
1216,20:57,And I learned
1217,20:57,I already knew kind of how to play go before that and then I learned some more i'm not very good do you want to play go next
1218,21:12,After this
1219,21:13,yeah because we have to play two games
1220,21:13,I don't necessarily have to be a different games
1221,21:19,I mean I I don't know game I am I mean I don't know go I just saw that and and I really find it critical to understand like okay there's a pattern or I mean whoever occupies like a lot of territory and all right so
1222,21:33,yeah
1223,21:39,yeah that's true
1224,21:39,I guess
1225,21:43,No you just place to another one so another lining you got a box
1226,21:48,Okay this goes on it's not like there's a limit to it
1227,21:48,Yes every time you're finished something you have to do something
1228,21:55,that's right least that's my understanding of it pretty sure that's right yeah cuz you can have long chains if I remember correctly
1229,21:55,you're stuck in that dilemma yeah give me something
1230,22:31,yeah
1231,22:33,yeah
1232,22:33,there's no there's no real
1233,22:43,yeah I think it's end game now
1234,22:45,yeah let's do it
1235,23:07,Another arrow
1236,23:07,i'll give you this one
1237,23:27,Why is it
1238,23:42,So I suppose you just contact the left to him and give up
1239,23:42,Something and i'll take to you
1240,23:42,and give up something
1241,23:42,you'll take to you live something
1242,23:42,So are you in denton
1243,24:11,Right now i'm in San Antonio it kind of moves denton and Sam to focus somehow this is not coming up
1244,24:20,yeah that's fine
1245,24:20,it's because there's that
1246,24:20,corner yeah
1247,24:20,doesn't need to be perfect as long as we can talk
1248,24:39,Because of that
1249,24:39,Okay let me just try to
1250,24:44,I think a line got deleted
1251,24:47,yeah
1252,24:47,yeah you got it
1253,24:47,that's fine
1254,24:47,I guess put circles and then another
1255,24:47,replace the line
1256,24:47,Okay
1257,24:47,I guess i'll put their their
1258,24:47,Last one is
1259,24:47,This last one is yours
1260,24:47,Did you say something to me
1261,27:42,Where did you draw the last one
1262,27:45,The last line I drew it
1263,27:50,yeah I guess at the top right
1264,27:52,Yes
1265,28:41,Just mess up Oh did I place the wrong thing in the wrong place
1266,28:41,Oh I think that cost me the game
1267,28:41,that's fine though
1268,28:41,Well there's disappointment
1269,28:41,Okay
1270,28:41,Because this is all yours now
1271,29:16,This is
1272,29:16,To win that game
1273,29:37,There you go first time
1274,29:43,I guess it's just this weakness no
1275,29:48,No I you know I mean not to but I think I mean I made a mistake there
1276,29:48,Okay it is 11 against seven
1277,29:48,Your favorite so you won that game you want to play again or do you want to play a different game
1278,30:09,Everything is fine
1279,30:12,Do you want to learn how to play go go it takes a long time though maybe we can play a small board
1280,30:17,yeah
1281,30:18,Let me see i'll have to find it
1282,30:18,part you know what this is too much pain let's just play another game of this
1283,30:28,yeah something like this something simple
1284,30:35,nurse there's an eraser option
1285,30:40,I guess you can just select all and then delete
1286,30:43,My don't want to delete the the dots either
1287,30:48,Okay want to stick with the same game
1288,30:48,let's get a new sheet this
1289,32:11,I think this is even a bigger board this time
1290,32:14,yeah
1291,32:20,there's a dodo page
1292,32:20,Okay yeah
1293,32:20,want to start this time
1294,32:31,Okay well you one so I guess you okay
1295,32:31,I don't know the rules there
1296,32:38,OK
1297,32:52,that's fine
1298,33:20,I saw the article did some experimental moves right
1299,33:26,alphago um they trained on a bunch of games and then they discovered that it produce some useful insight that other humans aren't really doing
1300,33:26,Yes then alphago zero came along and it just
1301,33:26,It was an adversarial network
1302,33:47,And it
1303,33:47,was a very big
1304,33:47,very big thing I mean it's
1305,33:47,It was a very big like this media and then this this player and it's
1306,33:47,Very heavy that he lost and it's like
1307,33:47,The entire nation is watching
1308,33:47,That game the sky it's very spiritual to them
1309,34:09,uh huh
1310,34:10,That I guess in that document yes or that like
1311,34:10,Sorry it's my turn okay you just do right
1312,34:18,Yes now it's yours I think yes
1313,34:18,What what
1314,34:18,alphago
1315,34:18,There is a lot of
1316,34:18,Processing power that be done
1317,34:18,A lot of training that button
1318,34:18,you're hindering the I mean
1319,34:18,I think during the matches they had like a
1320,34:18,Year very powerful computer there
1321,34:18,Oh you just played okay
1322,35:31,You drew the line no
1323,35:32,Yes I did I did it in the second row in the
1324,35:32,Third space
1325,35:40,yeah
1326,35:40,that's dangerous
1327,35:40,Having
1328,36:02,they're all dangerous
1329,36:02,There we go
1330,36:12,Oh my God
1331,36:12,going to end well for somebody
1332,36:12,it's going to be a very bad game for
1333,36:12,Attack mode i'm just playing defensive
1334,36:51,I mean there is no attack Defense right now we're just want to make shapes
1335,36:51,And just not
1336,36:56,Making very bold moves like all the sequential stuff that you did and then you're creating some kind of
1337,37:02,yeah just now am I saying okay there's a zigzag can do not be fun it looks like a maze
1338,37:07,yeah
1339,37:30,i'm sure it does came as strongly solved there is probably a strategy you can force
1340,37:30,tic TAC toe is strongly salt
1341,37:47,yeah
1342,37:57,you're going along with this you're saying that i'm making all the dangerous moves but you're going along with it to you making them to
1343,38:07,finish this for you
1344,38:07,And I drew that line
1345,38:07,Okay just drew one line in the second row is it
1346,38:18,Yes
1347,38:20,i'll go vertical line right
1348,38:21,Yes
1349,39:05,I guess the last time we played
1350,39:05,They were less number of rows right
1351,39:05,Now it's interesting
1352,39:05,You draw a line now right
1353,39:21,Yes yeah
1354,39:21,A good player will be able to read into this and calculate okay
1355,39:57,yeah
1356,40:00,I don't want to think it's too late
1357,40:02,yeah
1358,40:03,it's almost nine o'clock on a Thursday
1359,40:10,One mistake here is going to cost
1360,40:10,Real bad
1361,40:17,Maybe
1362,40:27,yep
1363,40:27,I think we have did
1364,41:49,um yeah I think know how to let people
1365,41:49,recover it with all the easy moves
1366,42:12,A lot of things now
1367,42:13,Maybe
1368,43:30,there's still another box you can take
1369,43:30,Do you see
1370,44:00,Oh God just give me a moment just lose this
1371,44:06,there's still another line
1372,44:08,yeah the box okay
1373,44:09,Okay
1374,45:02,Oh if you
1375,45:02,have this might lead me to take everything around yours
1376,45:08,yeah
1377,45:08,I don't know
1378,45:59,yeah I don't see a way out
1379,46:02,yeah i'm done let me just
1380,46:02,When you can go ahead and
1381,46:02,i'm just filling out the shoes
1382,46:12,Okay
1383,46:22,I guess I should do all the lines first
1384,46:22,That means I have is I mean I have this oh
1385,46:22,yeah this is brutal
1386,46:38,yeah
1387,46:51,I still have other lines or continue
1388,46:51,that's came
1389,47:01,I lost pretty bad
1390,47:04,I guess I got lucky in that
1391,47:04,You had to take those pieces
1392,47:11,yeah
1393,47:13,And I guess the way the whole
1394,47:13,I mean we just do random stuff we didn't have a strategy and
1395,47:13,20 and Friday right
1396,47:50,yeah
1397,47:50,I mean I know for sure everyone because of luck
1398,48:07,Good I have played this maybe differently I mean the last line that I drew if I would have drawn i'm the one that you started with the parameter finish that line
1399,48:07,anyways it I don't think it would have made a difference because
1400,48:07,desktop the stuff is like a chain reaction
1401,48:07,it's just lane away from
1402,48:07,becoming the box
1403,48:32,yeah
1404,48:37,I guess where you could have done was not take dissenters and try to burn
1405,48:37,Online off to the side
1406,48:46,yeah
1407,48:48,i'm not sure if that would have worked
1408,48:49,yeah
1409,48:54,redemption
1410,48:54,Okay
1411,48:54,i'm gonna stop the share now
1412,48:54,Do we have anything else to do
1413,49:08,document
1414,49:20,Oh there's triumph I did show triumph
1415,49:23,yeah
1416,49:27,If you know
1417,49:27,If they can actually detected with this bad lighting
1418,49:33,yeah
1419,49:33,So I guess once we end this call will have the recordings with us
1420,00:27,All right
1421,01:01,Can you request access to this new Doc
1422,01:01,You check if you
1423,01:33,got it yes yes I can access the document
1424,01:38,Okay
1425,01:40,Good
1426,01:42,All right
1427,01:53,hi
1428,01:53,and I guess we're in this class together but are you in any other classes
1429,02:05,Yes I mean does it in this process processing plant
1430,02:05,Apart from this artificial intelligence and taking digitally miss purchasing class as well and the next class he is individual research as a PhD student support and how about you
1431,02:25,um i'm wondering now I finished my undergrad long Barclays seven years back and then i've been working with multiple mcs mostly in banking developing trading applications and transaction applications and then I got God
1432,02:25,You know curious about data analytics and then how things are going on
1433,02:25,and see how things are going to progress in the next few years with all this data and how I mean what kind of change it can bring in well I just thought i'd do masters in Ai
1434,03:07,yeah
1435,03:07,Exactly sounds good
1436,03:07,yeah So for me i'm doing my PhD
1437,03:07,In computer science engineering PhD
1438,03:07,PhD right
1439,03:07,computer science and engineering so my concentrates and he's basically in autonomous vehicles self driving cars
1440,03:07,So i'm currently we're trying to build
1441,03:07,Self driving cars and we are we are almost
1442,03:07,I think we're better
1443,03:07,Almost halfway
1444,03:07,To building autonomous vehicle and by ourselves and hopefully by the end of the Semester we will be able to showcase the whole project and to the end community as well
1445,03:54,No that's
1446,03:56,It
1447,03:58,And I guess that's a lot of hard work late me yeah
1448,04:00,A lot of it's been almost a one and a half here that we're working on the project and basically started from
1449,04:00,Building the vehicle itself and now all the you know inside the stuff with the programming controlling the vehicle and all the hard work is going on so yeah
1450,04:21,Hopefully by the engineering staff so you have people working on the vision
1451,04:25,And toys yes
1452,04:25,We have a group of
1453,04:25,More than 10 students who are working on you know respective fields and trying to you know
1454,04:25,bring all those things together and build a good platform
1455,04:44,it's amazing
1456,04:46,Oh my God it's really exciting
1457,04:48,All right or you can come to visit our laws we have a vehicle in there and I can do the small suitcase
1458,04:56,Okay so your vest is located at the discovery park
1459,05:00,Yes behind the cafeteria
1460,05:03,Okay
1461,05:03,i've been doing discovery park
1462,05:05,yeah twice
1463,05:08,So you must be
1464,05:10,Connected all because of the pandemic
1465,05:12,yeah right so this is your first year here in the
1466,05:17,Midwest and Mr That is why that is why
1467,05:19,That is the reason why
1468,05:19,All right now I guess we can start
1469,05:26,yeah so
1470,05:26,i'll be I don't think we need to share the screen
1471,05:33,Oh yes I don't think
1472,05:34,yeah we just We just need the video
1473,05:34,Okay right and I I didn't turn on the transcript I guess I turned it on like two minutes into the meeting so
1474,05:47,That yeah that'd be fine
1475,05:49,So you are on this page
1476,05:53,I believe so yes
1477,05:53,Yes
1478,05:56,Yes good
1479,05:58,So this board is called
1480,05:58,The West board the game is basically you know typically it's played by two players
1481,06:10,and
1482,06:13,Here you will see that there's a matrix of dots
1483,06:13,And you all you have to do is draw a line
1484,06:13,connect dots obviously not diagnosed
1485,06:13,But vertical and horizontal lines you can draw a vertical and horizontal lines
1486,06:13,And then
1487,06:13,I mean you could draw a line and then I could draw a line we could draw lines any way we want to do
1488,06:13,rice and then if you see a box coming in
1489,06:13,Right when I say a box it's not like a box that's connecting the bigger leaving out some dots inside the box that's not the case so you need to find for ages and dots and then that's a box
1490,06:13,And then if you see three lines already drawn if you finish the fourth line if you finish your boss you can put your label inside that some shape or whatever
1491,06:58,So that
1492,06:59,One that box
1493,07:01,All right
1494,07:01,And by the end of the game whoever has the most number of boxes wins this game
1495,07:07,Alright alright sounds good
1496,07:09,And then once you're done with the box I mean
1497,07:09,You have to draw a line each time when you're done comes and then if in your turn
1498,07:09,If you draw a line and finish your box and then label the box you when the box
1499,07:09,You have to draw another line every time you win a box you have to run a deadline
1500,07:09,that's one of the reasons
1501,07:09,to play with the rules right
1502,07:09,Yes okay so let's start the game will you can start first is your question
1503,07:36,Alright so we have to draw the line right
1504,07:36,Okay
1505,07:36,about this
1506,07:36,Okay see the line
1507,07:48,yeah looks good yeah
1508,07:50,All right
1509,08:02,Oh wait
1510,08:11,yeah
1511,08:19,it's your turn okay
1512,08:19,Nice working
1513,08:19,straight line
1514,08:19,From my side
1515,09:22,Dun
1516,09:32,Dun
1517,09:50,yeah
1518,10:10,Was that the last
1519,10:10,I think so right
1520,10:10,I think there's we still got one more before we start labeling things out
1521,10:10,This one not this one
1522,10:10,not this one
1523,10:10,not this one this one
1524,10:10,I guess that was the last one
1525,10:40,Maybe
1526,10:41,yeah
1527,10:44,yeah just give you one
1528,10:56,yeah
1529,11:57,alright
1530,11:57,X box
1531,11:57,Also another one right
1532,11:57,text box
1533,11:57,And also another one
1534,11:57,So basically you can draw as many yeah I says we want right okay
1535,11:57,This one
1536,13:07,I wanted to place the line somewhere and then I miscalculated and I placed it
1537,13:13,yeah
1538,13:13,Another one
1539,13:13,I think that's it now I have to give you
1540,13:13,One line right
1541,13:45,yeah
1542,13:47,All right
1543,13:50,it's yells the most minimum are the least
1544,13:50,boxes
1545,13:50,isn't have one
1546,13:50,I think that gives you maximum two boxes
1547,14:30,yeah
1548,14:32,That should have been my
1549,14:33,yeah
1550,15:11,waiting for you there was another option for you to write your label but you missed it I guess I can use that
1551,16:03,That was a strategic move
1552,16:05,yeah That was good that was
1553,16:05,yeah I was just I was wondering why you did that
1554,16:17,That was a good you
1555,16:19,You caught me off guard
1556,16:21,All the Games I when I do this kind of
1557,16:28,I think you have all the remaining boxes under your level now
1558,16:34,yeah just go ahead and draw the line
1559,16:38,If there's any other thing any anything I can do
1560,16:38,yeah I don't think there's
1561,16:38,Anything I can do
1562,16:38,Alright I give up
1563,16:38,I guess you won the game
1564,16:38,That was a nice move
1565,16:38,That was a great
1566,16:38,thing
1567,17:23,I actually um
1568,17:23,So I didn't play this game before and then I
1569,17:23,I started playing with our classmates So the first game that I played
1570,17:23,I won I won that game and that was with some one of this kind of move
1571,17:23,mm hmm but the other person he knew I mean
1572,17:23,He had he didn't have any option so he he had to let it go but he knew you wouldn't know because is you just played now but that guy is kind of a protein he knows the game so he knew that i'd made a good mood and it was a good move there before
1573,18:07,Right
1574,18:12,So cool it's
1575,18:14,94123 yep
1576,18:21,yeah That was a good game
1577,18:21,Right oh
1578,18:25,what's the next game the
1579,18:28,Next game
1580,18:28,yeah anything in mind
1581,18:28,What was the games that he played before
1582,18:40,You could do checkers
1583,18:40,So go for it
1584,18:40,Give your profile a name I mean once you just go there give yourself a name so that I
1585,18:40,tell me what name you gave there so that i'll send you a game request
1586,19:08,All right
1587,19:09,You mean I have to create a
1588,19:09,New
1589,19:14,ask you what name you want to give to your
1590,19:14,Can you click on hockey player
1591,19:20,All right he has a son
1592,19:29,named it to the
1593,19:30,yep
1594,19:32,I should be able to see no
1595,19:37,decline
1596,19:41,Yes I see you now can you accept that
1597,19:41,Okay good so we are in the game
1598,19:41,Alright so this is checkers
1599,19:41,uh huh it looks like chess if you see the Board and the structure of it so you see your coins and then you see mine and going can only move diagnose right like you have this to the coin you see that it's in a
1600,19:41,brown squared right
1601,19:41,That this coins can only move in brown squares Mitch which means they can only move diagnose
1602,19:41,Left or Right doesn't
1603,19:41,By the coin cannot come back it only can move forward
1604,19:41,Okay and then
1605,19:41,So if somebody coin is there in the diagonal
1606,19:41,Right and then if you jump over that you can jump over that coin
1607,19:41,Like ideally you can move only one space right once
1608,19:41,But if somebody is kind is there you can jump over the guy
1609,19:41,And you know you can go to the other
1610,19:41,The second one and then this you win that coin you take away that coin
1611,19:41,Okay so we'll get some more coins they win and also if you're able to go to the other end of the board
1612,19:41,To this blue squares if you're able to go to the last blue I mean brown square that's there on the other end of the board
1613,19:41,your mind becomes a king so once it becomes a king it can play backwards as well right now all of this
1614,19:41,can only move forwards diagonally
1615,19:41,That coin can move like diagonally in all directions
1616,19:41,Okay
1617,19:41,All right
1618,19:41,Let me just send your request this kind of
1619,19:41,I don't see you here
1620,21:39,Where
1621,21:40,yeah I mean it just because of the time lapse it just it's gone can you send me requests go to multiplayer and set try to send me a request if you see me there because I don't see you there
1622,21:51,Okay
1623,21:53,we're already paying
1624,21:53,Close
1625,21:53,multiplayer
1626,21:53,Give me a second yeah
1627,22:21,yep I see you accepted
1628,22:21,Great so let me make my
1629,22:21,yeah
1630,22:21,yeah
1631,23:11,done
1632,23:29,yeah
1633,23:55,yeah
1634,26:11,Right
1635,26:11,This is the first time i'm playing this game
1636,26:47,This is my second
1637,26:47,learned it
1638,27:08,So the first rule playing any game is you don't think too much
1639,27:16,yeah
1640,27:21,When
1641,27:23,it's time now
1642,27:26,All right
1643,27:26,I think that's it
1644,27:28,yeah
1645,27:29,So that's good i'm
1646,27:29,Recording
1647,02:48,Yes I can see
1648,02:48,that's what was happening before and actually now on yours I can see the option but I didn't see it online
1649,03:01,Okay
1650,03:02,Maybe with the setting
1651,03:03,That I was wanting to come again
1652,03:08,You can see the option on your
1653,03:11,transcript
1654,03:47,What do you want to do which one
1655,03:53,Do you need to turn on your camera
1656,03:55,Oh i'm sorry
1657,04:03,Should I start sharing
1658,04:07,And then put the
1659,04:09,yeah
1660,04:12,So you have the Texas right
1661,04:15,The one
1662,04:18,On this
1663,04:20,side we look
1664,04:22,At Texas edit
1665,04:22,Okay yeah
1666,04:30,So just tell me when you're going to start recording and when you're going so
1667,04:34,it's already been recorded
1668,04:36,Oh okay
1669,04:37,yeah I try not to record
1670,04:39,All right so this is
1671,04:39,This is
1672,04:39,We call it boxes right there we see boxes within boxes so in order to play you just go up and down and left and right you can't do diagnose once you complete a box you can do you get another move but it's for the most part just you
1673,04:39,So
1674,04:39,You want to go first
1675,05:17,yeah
1676,05:17,I just had a late lunch and
1677,05:17,Then had some ice cream
1678,05:44,Well I cut my hair my case here
1679,05:44,Even watching so
1680,05:44,I haven't gone through
1681,06:02,yeah
1682,06:12,Nobody
1683,06:35,I just feel really guilty after eating ice cream
1684,06:37,Oh
1685,06:42,Well they're making really low carb ice cream that's actually
1686,06:54,That
1687,06:55,wasn't that wasn't definitely not the low the low carb
1688,07:01,I wasn't eating that I was eating the totally totally flip fat fat is good
1689,07:09,Good stuff
1690,07:19,you're just you're just finished trying
1691,07:28,Trying to win this one
1692,07:37,i'm just trying to see if there's any other option
1693,09:00,Oh
1694,09:00,i'll stop
1695,09:00,Trying
1696,10:24,I have to pay for my mistake
1697,10:24,Bad score
1698,10:35,ultimate failure of the class
1699,10:35,I don't think
1700,10:35,it's
1701,10:35,ready yet you and I got working
1702,10:52,yeah
1703,11:01,Oh should we go back to that yeah
1704,11:03,yeah so let me go back to
1705,11:03,Yes
1706,11:03,yeah
1707,11:35,So this is
1708,11:35,The object of the game
1709,11:35,skip pieces to take the pieces at the skip them oh
1710,11:48,yeah
1711,11:49,When by taking everybody else's pieces to get to the end to be a king and you can move
1712,11:49,backwards and
1713,11:49,Right
1714,12:03,yeah
1715,12:16,type of ice cream
1716,12:16,My favorite is chocolate chip my children will actually
1717,12:16,come upon
1718,12:16,You don't like it right
1719,13:13,flavor I mean that's a very odd combination
1720,13:17,brushing your teeth
1721,13:19,Oh my God no I I don't like it
1722,13:19,or hate it more now
1723,13:19,yeah oh God
1724,13:30,that's relatively up for the flavor I would I would have to say but it's something that I would always even as a child and even though there were a lot of different flavors that I like
1725,13:30,really like cherry chocolate chip rocky road you name it I like it all
1726,13:30,But yeah mint chocolate chip I feel pretty odd choice
1727,13:30,Especially for a kid and both my kids are all called up a little
1728,14:02,surprised
1729,14:25,mouse do you like your
1730,14:25,House a little much
1731,14:31,I just have
1732,14:42,Some
1733,14:42,I have an essential tremors like I can I can use a touchpad it's just frustrating sometimes
1734,14:52,yeah just
1735,14:58,Imagine surprises MAC book is new in one MAC book thing it's
1736,14:58,it's actually it doesn't have a touch screen I don't know if I accidentally ordered that way but
1737,14:58,kind of keep one in the only other laptop touchscreen that one's not really
1738,14:58,close to the top of the line
1739,14:58,kind of your around the USA
1740,16:19,summer is here because it's already too hot and the sun is very harsh
1741,16:19,And i'm from India and i'm from India and i'm saying that the summer is to me like this sadness too harsh imagine oh my God
1742,16:33,You know what i'm not you know think about it the hottest place on earth is actually in the United States a couple of states over the valley is the
1743,16:44,zona I mean is it somebody in Arizona
1744,16:46,it's called
1745,16:46,The hottest place on I
1746,16:46,Also think about it yeah good the equator is
1747,16:46,You know we're close to the equator than that balance
1748,16:46,Okay all right so we went so we can I when we
1749,17:19,click the record you want to games
1750,00:06,yeah hi Simon
1751,00:07,How are you doing
1752,00:09,don't you
1753,00:10, yeah good
1754,00:13, So this is your first semester
1755,00:17, yeah this this is a mistake whatever you
1756,00:21, want a second semester i'm doing and masters in a how about you
1757,00:23, yeah hear me
1758,00:25, Okay
1759,00:28, So how did your first semester go
1760,00:33, I only took like two classes because i'm also working
1761,00:42, I took the software element Ai and empirical analysis last semester I went well actually
1762,00:50, And then the second semester so after this some strategy completing total only like four subjects
1763,00:56, i'm not doing like three subjects per Semester and taking it slow how about you
1764,00:58, Oh so you had been bad
1765,01:15, yeah i'm considered I think it is full time i'm basically you know studying on transfer international student but i'm studying on H1 visa so there are no strict requirements for me like the fun with the students like I need to take at least three subjects like that
1766,01:17, Okay okay
1767,01:20, Okay great it's good man
1768,01:22, yeah yeah
1769,01:24, So you're new to the country as well
1770,01:27, yeah I just added this semester
1771,01:29, Okay good luck good luck
1772,01:31,Thank you
1773,01:34, that's good this you know game started
1774,01:36,Okay
1775,01:40, So which came first
1776,01:43, You found something read the
1777,01:48, caption Polygon let's start with that and then we'll play another online game
1778,01:50, Okay
1779,01:52, So
1780,02:00, Okay so let me reach the terminal okay so
1781,02:02, you're blessed
1782,02:05, Okay yeah I can do that yeah
1783,02:09, Okay so I ran some brand side card and the angle good for you
1784,02:11, Okay it just put it
1785,02:16, aside 2010
1786,02:18, Say 20 an angle
1787,02:20, So
1788,02:23, This
1789,02:30, Okay so site card is 20 right
1790,02:41, So we have total 24 234 so you've got a wild card that means you can choose any property of your choice
1791,02:44, Any property of decide
1792,02:45,yeah
1793,02:49, What are all the possible sides like
1794,02:51, Like
1795,02:57, Maybe you can say to one side is equal or
1796,03:02, You can say that I can choose which has four sides that three sides
1797,03:07, I saw their shoes in may make sure that I mean
1798,03:10, You need to to the side says that he will you get most of the
1799,03:12, polygons
1800,03:17, Other is if I look at the angle and then they said on the side which are said you want to go
1801,03:19, Okay what was the angle for me please
1802,03:21, What is that 10
1803,03:26, So
1804,03:32, That means at least one angle is equal to 90 degrees
1805,03:38, At least one is 90 degrees then i'll take anything that has
1806,03:43, Four sides
1807,03:46, which has four sides yeah
1808,03:49, 90 degrees for segments yeah
1809,03:57, Like rectangular square or anything or can I say more than three like that is that possible
1810,03:59, yeah you can choose anything
1811,04:05, Okay let's say 90 degrees and anything that has more equal greater than or equal to three
1812,04:06, Okay
1813,04:09, So
1814,04:11, From here
1815,04:15, So if I choose let's say take a he cannot use the invite
1816,04:23, yeah Okay well then he goes for me and then also there is 90 degrees right
1817,04:30, yeah if it's 90 degrees but see how I did it is no right or if we keep see
1818,04:31, season at
1819,04:36, 1900 with just that aren't tilted it okay see
1820,04:41, I think E F g
1821,04:43, head
1822,04:45, Is E F G which
1823,04:47, One minute let me know the
1824,04:50, First pitch he gh
1825,04:53, see it okay
1826,04:57, So how many rounds do we get each ah
1827,05:00, let's live items okay
1828,05:04, it's a big hit and then
1829,05:06, J K l
1830,05:12, is also at the end there is an entity is it my degrees in in
1831,05:17, No no no okay J K l
1832,05:20, Think that's it this page
1833,05:21,Okay
1834,05:27, And then
1835,05:32, think that take us know
1836,05:36, Because that's it
1837,05:41, yeah i'm thinking like
1838,05:45, Always not try it again I believe
1839,05:55, I think way is not it may not be 90 not sure
1840,06:02, Okay Okay then that's awesome you got 123456
1841,06:13, think that wild card was helpful in a greater than or equal to the I don't know if you're supposed to do that but let's
1842,06:14, let's
1843,06:20, let's limit the number of rounds you said five right bubble it's do like three
1844,06:22,OK
